ko_to_module_prokaryotes	SRS012273	SRS011134	SRS011061	SRS011239
M00606	0.050711859242254596	0.051555146103132485	0.02705153400028498	0.045754396124590646
M00607	0.0005095130145532773	0.0005494999349366788	7.062168019340762e-05	8.570194098044558e-05
M00608	0.0011095164789981073	0.0026261314188258727	0.0003104040316784928	0.0017493572041179495
M00609	0.8268959233072548	0.8787169714561167	0.6931939377942502	1.0191634506660336
M00610	0.05325350018949432	0.0025033969986669753	0.00300049926954361	0.001940326643902917
M00615	0.014314989859389485	0.004870877123881301	0.015197294767281568	0.0054020201710956225
M00620	1.3648895915661823	1.2236160046667697	2.079254579484888	1.7933412151666377
M00622	5.708761310718729e-05	0.00012251637849274916	0.0	0.00019943588572122827
M00623	4.0314246656146036e-05	6.525839954293063e-05	0.0	2.6006559500730995e-05
M00627	0.4800913887612038	0.2688881722953971	0.2700639525491014	0.6214550904114636
M00628	1.3730759820431833	0.7536921848975687	1.50613637575406	1.7250477199401546
M00631	1.291722897182663	1.2369876553948769	1.758067446959715	1.5231791834711494
M00632	1.9740967531058802	1.8932803570697678	2.8075182695754357	2.5619703946655727
M00633	0.011084471316388369	0.0007137324829868156	0.0	0.00010043740164855261
M00634	0.0	0.0009937199943652842	0.0	3.1848032865510576e-05
M00638	0.0	0.0	0.0	2.331218621912373e-05
M00639	0.0	2.4975468243228947e-05	2.6696960260446083e-05	1.974466440218748e-05
M00641	5.519093877343574e-05	0.0005833343882741097	0.0012313733339096495	6.583011179829885e-05
M00642	0.05839044219442887	0.04073957041405784	0.08126944778115888	0.0864372953964067
M00643	0.058368660920880965	0.04770644674161484	0.0812039113071544	0.08911877732452303
M00644	6.458107474042813e-05	5.038881899332832e-05	0.0001737430462233931	0.00022108100484310742
M00645	0.003137730942065442	0.00037038278745330037	0.00014254698359332456	0.0004385331562479426
M00646	0.4146593555935728	0.3355544369785652	0.824350991030156	0.734199216107051
M00647	0.5949732083256417	0.455587563262811	1.1077911699049812	0.9954854610701122
M00648	0.023207265863094694	0.0018353080495806928	0.0005561052142282226	0.0015548735977761097
M00649	0.0021022799845930766	0.0010875299908239577	0.004207150244501844	0.0022411842945128037
M00652	0.2545757571813144	0.26763079790656713	0.05493677188910416	0.04566552965646696
